"Direction","InterfaceName","DataType","Group","RefBlock","InternalSymbol","Description","Note","ItemCount"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output18.U_DO_Ch18_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output18/U_DO_Ch18_OutCmd_Out","Veh_1_B.VCar_Outport_mp","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output19.U_DO_Ch19_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output19/U_DO_Ch19_Enable_Out","Veh_1_B.VCar_Outport_cv","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output19.U_DO_Ch19_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output19/U_DO_Ch19_OutCmd_Out","Veh_1_B.VCar_Outport_d","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output2.BRKStr","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output2/BRKStr","Veh_1_B.VCar_Outport_ke","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output2.U_DO_Ch2_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output2/U_DO_Ch2_Enable_Out","Veh_1_B.VCar_Outport_k4","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output20.U_DO_Ch20_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output20/U_DO_Ch20_Enable_Out","Veh_1_B.VCar_Outport_az","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output20.U_DO_Ch20_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output20/U_DO_Ch20_OutCmd_Out","Veh_1_B.VCar_Outport_n","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output21.U_DO_Ch21_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output21/U_DO_Ch21_Enable_Out","Veh_1_B.VCar_Outport_i","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output21.U_DO_Ch21_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output21/U_DO_Ch21_OutCmd_Out","Veh_1_B.VCar_Outport_nr","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output22.U_DO_Ch22_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output22/U_DO_Ch22_Enable_Out","Veh_1_B.VCar_Outport_en","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output22.U_DO_Ch22_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output22/U_DO_Ch22_OutCmd_Out","Veh_1_B.VCar_Outport_ii","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output23.U_DO_Ch23_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output23/U_DO_Ch23_Enable_Out","Veh_1_B.VCar_Outport_f","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output23.U_DO_Ch23_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output23/U_DO_Ch23_OutCmd_Out","Veh_1_B.VCar_Outport_em","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output24.U_DO_Ch24_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output24/U_DO_Ch24_Enable_Out","Veh_1_B.VCar_Outport_b0","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output24.U_DO_Ch24_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output24/U_DO_Ch24_OutCmd_Out","Veh_1_B.VCar_Outport_g","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output25.U_DO_Ch25_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output25/U_DO_Ch25_Enable_Out","Veh_1_B.VCar_Outport_hg","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output25.U_DO_Ch25_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output25/U_DO_Ch25_OutCmd_Out","Veh_1_B.VCar_Outport_a3","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output26.U_DO_Ch26_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output26/U_DO_Ch26_Enable_Out","Veh_1_B.VCar_Outport_j","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output26.U_DO_Ch26_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output26/U_DO_Ch26_OutCmd_Out","Veh_1_B.VCar_Outport_ad","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output27.U_DO_Ch27_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output27/U_DO_Ch27_Enable_Out","Veh_1_B.VCar_Outport_kib","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output27.U_DO_Ch27_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output27/U_DO_Ch27_OutCmd_Out","Veh_1_B.VCar_Outport_bc","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output28.U_DO_Ch28_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output28/U_DO_Ch28_Enable_Out","Veh_1_B.VCar_Outport_a5","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output28.U_DO_Ch28_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output28/U_DO_Ch28_OutCmd_Out","Veh_1_B.VCar_Outport_h2","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output29.U_DO_Ch29_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output29/U_DO_Ch29_Enable_Out","Veh_1_B.VCar_Outport_mc","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output29.U_DO_Ch29_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output29/U_DO_Ch29_OutCmd_Out","Veh_1_B.VCar_Outport_n0","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output3.U_DO_Ch3_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output3/U_DO_Ch3_Enable_Out","Veh_1_B.VCar_Outport_js","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output3.U_DO_Ch3_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output3/U_DO_Ch3_OutCmd_Out","Veh_1_B.VCar_Outport_b4","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output30.U_DO_Ch30_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output30/U_DO_Ch30_Enable_Out","Veh_1_B.VCar_Outport_ip","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output30.U_DO_Ch30_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output30/U_DO_Ch30_OutCmd_Out","Veh_1_B.VCar_Outport_f5","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output31.U_DO_Ch31_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output31/U_DO_Ch31_Enable_Out","Veh_1_B.VCar_Outport_d1","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output31.U_DO_Ch31_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output31/U_DO_Ch31_OutCmd_Out","Veh_1_B.VCar_Outport_ij","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output32.U_DO_Ch32_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output32/U_DO_Ch32_Enable_Out","Veh_1_B.VCar_Outport_ny","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output32.U_DO_Ch32_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output32/U_DO_Ch32_OutCmd_Out","Veh_1_B.VCar_Outport_fp","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output33.U_DO_Ch33_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output33/U_DO_Ch33_Enable_Out","Veh_1_B.VCar_Outport_ph","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output33.U_DO_Ch33_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output33/U_DO_Ch33_OutCmd_Out","Veh_1_B.VCar_Outport_ab","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output34.U_DO_Ch34_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output34/U_DO_Ch34_Enable_Out","Veh_1_B.VCar_Outport_fg","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output34.U_DO_Ch34_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output34/U_DO_Ch34_OutCmd_Out","Veh_1_B.VCar_Outport_f2","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output35.U_DO_Ch35_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output35/U_DO_Ch35_Enable_Out","Veh_1_B.VCar_Outport_le","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output35.U_DO_Ch35_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output35/U_DO_Ch35_OutCmd_Out","Veh_1_B.VCar_Outport_k2","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output36.U_DO_Ch36_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output36/U_DO_Ch36_Enable_Out","Veh_1_B.VCar_Outport_np","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output36.U_DO_Ch36_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output36/U_DO_Ch36_OutCmd_Out","Veh_1_B.VCar_Outport_jv","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output4.U_DO_Ch4_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output4/U_DO_Ch4_Enable_Out","Veh_1_B.VCar_Outport_a1","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output4.U_DO_Ch4_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output4/U_DO_Ch4_OutCmd_Out","Veh_1_B.VCar_Outport_es","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output5.U_DO_Ch5_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output5/U_DO_Ch5_Enable_Out","Veh_1_B.VCar_Outport_bf","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output5.U_DO_Ch5_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output5/U_DO_Ch5_OutCmd_Out","Veh_1_B.VCar_Outport_nl","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output6.U_DO_Ch6_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output6/U_DO_Ch6_Enable_Out","Veh_1_B.VCar_Outport_ee","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output6.U_DO_Ch6_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output6/U_DO_Ch6_OutCmd_Out","Veh_1_B.VCar_Outport_ay","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output7.U_DO_Ch7_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output7/U_DO_Ch7_Enable_Out","Veh_1_B.VCar_Outport_od","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output7.U_DO_Ch7_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output7/U_DO_Ch7_OutCmd_Out","Veh_1_B.VCar_Outport_e3","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output8.U_DO_Ch8_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output8/U_DO_Ch8_Enable_Out","Veh_1_B.VCar_Outport_oi","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output8.U_DO_Ch8_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output8/U_DO_Ch8_OutCmd_Out","Veh_1_B.VCar_Outport_dz","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output9.U_DO_Ch9_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output9/U_DO_Ch9_Enable_Out","Veh_1_B.VCar_Outport_d0","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output9.U_DO_Ch9_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output9/U_DO_Ch9_OutCmd_Out","Veh_1_B.VCar_Outport_jy","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output1.U_Ch1_PWM_Out_Amplitude_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output1/U_Ch1_PWM_Out_Amplitude_Out","Veh_1_B.VCar_Outport_cb","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output1.U_Ch1_PWM_Out_Duty_Ratio_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output1/U_Ch1_PWM_Out_Duty_Ratio_Out","Veh_1_B.VCar_Outport_m3o","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output1.U_Ch1_PWM_Out_Enable_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output1/U_Ch1_PWM_Out_Enable_Out","Veh_1_B.VCar_Outport_bm","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output1.U_Ch1_PWM_Out_Frequency_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output1/U_Ch1_PWM_Out_Frequency_Out","Veh_1_B.VCar_Outport_ht","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output10.U_Ch10_PWM_Out_Amplitude_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output10/U_Ch10_PWM_Out_Amplitude_Out","Veh_1_B.VCar_Outport_n5","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output10.U_Ch10_PWM_Out_Duty_Ratio_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output10/U_Ch10_PWM_Out_Duty_Ratio_Out","Veh_1_B.VCar_Outport_jva","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output10.U_Ch10_PWM_Out_Enable_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output10/U_Ch10_PWM_Out_Enable_Out","Veh_1_B.VCar_Outport_l3","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output10.U_Ch10_PWM_Out_Frequency_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output10/U_Ch10_PWM_Out_Frequency_Out","Veh_1_B.VCar_Outport_lw","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output11.U_Ch11_PWM_Out_Amplitude_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output11/U_Ch11_PWM_Out_Amplitude_Out","Veh_1_B.VCar_Outport_ig","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output11.U_Ch11_PWM_Out_Duty_Ratio_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output11/U_Ch11_PWM_Out_Duty_Ratio_Out","Veh_1_B.VCar_Outport_ai","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output11.U_Ch11_PWM_Out_Enable_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output11/U_Ch11_PWM_Out_Enable_Out","Veh_1_B.VCar_Outport_cj","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output11.U_Ch11_PWM_Out_Frequency_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output11/U_Ch11_PWM_Out_Frequency_Out","Veh_1_B.VCar_Outport_og","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output12.U_Ch12_PWM_Out_Amplitude_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output12/U_Ch12_PWM_Out_Amplitude_Out","Veh_1_B.VCar_Outport_if","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output12.U_Ch12_PWM_Out_Duty_Ratio_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output12/U_Ch12_PWM_Out_Duty_Ratio_Out","Veh_1_B.VCar_Outport_o2","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output12.U_Ch12_PWM_Out_Enable_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output12/U_Ch12_PWM_Out_Enable_Out","Veh_1_B.VCar_Outport_co","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output12.U_Ch12_PWM_Out_Frequency_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output12/U_Ch12_PWM_Out_Frequency_Out","Veh_1_B.VCar_Outport_pu","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output13.U_Ch13_PWM_Out_Amplitude_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output13/U_Ch13_PWM_Out_Amplitude_Out","Veh_1_B.VCar_Outport_cbd","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
"Output","Veh_1.ToVCU.HW.PWM Output.PWM Output13.U_Ch13_PWM_Out_Duty_Ratio_Out","Double","Hardware PWM output","Veh_1/ToVCU/HW/PWM Output/PWM Output13/U_Ch13_PWM_Out_Duty_Ratio_Out","Veh_1_B.VCar_Outport_km","","Hardware PWM output; observe frequency, duty ratio, amplitude, and enable coupling.","1"
